,State,County,City,Hospital,Location,Patient Rating,Completed Surveys,Survey Response Rate (%),Deaths,Population,Crude Rate,Age Adjusted Rate,% of Total Deaths
130,AZ,MARICOPA,MESA,"MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD
MESA, AZ
(33.3911, -111.615329)",2,1058,28,30748,4242997,724.68,657.39,1.12
131,AZ,MARICOPA,PHOENIX,O.A.S.I.S. HOSPITAL,"750 NORTH 40TH STREET
PHOENIX, AZ
(33.45672, -111.99521)",4,1691,51,30748,4242997,724.68,657.39,1.12
132,AZ,MARICOPA,SCOTTSDALE,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,"7400 EAST THOMPSON PEAK PARKWAY
SCOTTSDALE, AZ
(33.669777, -111.921803)",3,1129,31,30748,4242997,724.68,657.39,1.12
133,MN,WILKIN,BRECKENRIDGE,ST FRANCIS MEDICAL CENTER,"2400 ST FRANCIS DRIVE
BRECKENRIDGE, MN
(46.291314, -96.590433)",3,110,25,75,6358,1179.62,737.82,0.0
134,MN,PENNINGTON,THIEF RIVER FALLS,SANFORD MEDICAL CENTER THIEF RIVER FALLS,"3001 SANFORD PARKWAY
THIEF RIVER FALLS, MN
(48.088654, -96.197788)",3,244,26,134,14235,941.34,661.83,0.0
135,MN,BROWN,NEW ULM,NEW ULM MEDICAL CENTER,"1324 FIFTH NORTH STREET
NEW ULM, MN
(44.312504, -94.475174)",4,356,34,284,25331,1121.16,606.96,0.01
136,MN,HUBBARD,PARK RAPIDS,ST JOSEPHS AREA  HEALTH SERVICES,"600 PLEASANT AVENUE
PARK RAPIDS, MN
(46.9157, -95.061504)",4,283,26,209,20718,1008.78,657.65,0.01
137,MN,MORRISON,LITTLE FALLS,ST GABRIELS HOSPITAL,"815 SOUTHEAST SECOND STREET
LITTLE FALLS, MN
(45.967711, -94.362651)",4,294,30,310,32821,944.52,655.66,0.01
138,MN,POPE,GLENWOOD,GLACIAL RIDGE HOSPITAL,"10 4TH AVENUE SOUTHEAST
GLENWOOD, MN
(45.646757, -95.38987)",5,178,34,131,11049,1185.63,681.29,0.0
139,MS,HARRISON,GULFPORT,MEMORIAL HOSPITAL AT GULFPORT,"4500 13TH STREET
GULFPORT, MS
(30.366928, -89.114907)",4,247,18,1986,203234,977.2,910.25,0.07
140,MS,HARRISON,BILOXI,MERIT HEALTH BILOXI,"150 REYNOIR STREET
BILOXI, MS
(30.396112, -88.890438)",2,785,20,1986,203234,977.2,910.25,0.07
141,MS,HARRISON,GULFPORT,GARDEN PARK MEDICAL CENTER,"15200 COMMUNITY ROAD
GULFPORT, MS
(30.44201, -89.092766)",3,574,21,1986,203234,977.2,910.25,0.07
142,MS,MADISON,CANTON,MERIT HEALTH MADISON,"161 RIVER OAKS DRIVE
CANTON, MS
(32.582157, -90.081677)",3,227,20,957,105114,910.44,900.78,0.03
143,MS,HINDS,JACKSON,UNIVERSITY OF MISSISSIPPI MED CENTER,"2500 N STATE ST
JACKSON, MS
(32.328783, -90.17558)",3,1886,15,2295,241229,951.38,925.1,0.08
144,MS,HINDS,JACKSON,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,"969 LAKELAND DR
JACKSON, MS
(32.333691, -90.165103)",3,1257,28,2295,241229,951.38,925.1,0.08
145,MS,HINDS,JACKSON,MERIT HEALTH CENTRAL,"1850 CHADWICK DR
JACKSON, MS
(32.286929, -90.255755)",2,603,22,2295,241229,951.38,925.1,0.08
146,MS,HINDS,JACKSON,MISSISSIPPI BAPTIST MEDICAL CENTER,"1225 N STATE ST
JACKSON, MS
(32.314278, -90.178228)",4,569,35,2295,241229,951.38,925.1,0.08
147,MS,WARREN,VICKSBURG,MERIT HEALTH RIVER REGION,"2100 HWY 61 N
VICKSBURG, MS
(32.374802, -90.827497)",3,526,25,576,47140,1221.89,1053.41,0.02
148,MS,JACKSON,PASCAGOULA,SINGING RIVER HOSPITAL,"2809 DENNY AV
PASCAGOULA, MS
(30.374871, -88.532404)",3,1319,17,1315,141241,931.03,863.5,0.05
149,MS,MONROE,AMORY,GILMORE MEMORIAL HOSPITAL,"1105 EARL FRYE BLVD
AMORY, MS
(33.977551, -88.477625)",4,385,23,455,35873,1268.36,979.63,0.02
150,MS,COAHOMA,CLARKSDALE,NORTHWEST MISSISSIPPI MEDICAL CENTER,"1970 HOSPITAL DRIVE
CLARKSDALE, MS
(34.197133, -90.552764)",3,503,23,277,23809,1163.43,1042.81,0.01
151,MS,NESHOBA,PHILADELPHIA,NESHOBA COUNTY GENERAL HOSPITAL,"1001 HOLLAND AVENUE
PHILADELPHIA, MS
(32.757816, -89.105415)",4,181,28,419,29403,1425.02,1287.27,0.02
152,MS,PRENTISS,BOONEVILLE,BAPTIST MEMORIAL HOSPITAL BOONEVILLE,"100 HOSPITAL DRIVE
BOONEVILLE, MS
(34.656337, -88.565763)",5,103,21,311,25256,1231.39,983.36,0.01
153,MS,ALCORN,CORINTH,MAGNOLIA REGIONAL HEALTH CENTER,"611 ALCORN DRIVE
CORINTH, MS
(34.935867, -88.558648)",4,510,21,472,37304,1265.28,1053.08,0.02
154,MS,LAFAYETTE,OXFORD,BAPTIST MEMORIAL HOSPITAL NORTH MS,"1100 BELK BLVD
OXFORD, MS
(34.346609, -89.5212)",3,819,18,359,53796,667.34,759.13,0.01
155,MS,WEBSTER,EUPORA,WEBSTER GENERAL HOSPITAL/ SWING BED,"70 MEDICAL PLAZA
EUPORA, MS
(33.534736, -89.266943)",3,109,18,137,9767,1402.68,1120.04,0.0
156,AR,PULASKI,LITTLE ROCK,CHI-ST VINCENT INFIRMARY,"TWO ST VINCENT CIRCLE
LITTLE ROCK, AR
",3,1857,27,3663,393250,931.47,839.27,0.13
157,AR,PULASKI,NORTH LITTLE ROCK,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,"3333 SPRINGHILL DRIVE
NORTH LITTLE ROCK, AR
(34.784075, -92.218633)",3,1394,24,3663,393250,931.47,839.27,0.13
158,AR,PULASKI,LITTLE ROCK,UAMS MEDICAL CENTER,"4301 WEST MARKHAM STREET MAIL SLOT 612
LITTLE ROCK, AR
(34.751583, -92.320998)",3,1347,18,3663,393250,931.47,839.27,0.13
159,AR,PULASKI,JACKSONVILLE,NORTH METRO MEDICAL CENTER,"1400 BRADEN STREET
JACKSONVILLE, AR
(34.872381, -92.124697)",1,257,25,3663,393250,931.47,839.27,0.13
160,AR,PULASKI,LITTLE ROCK,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,"9601 INTERSTATE 630, EXIT 7
LITTLE ROCK, AR
(34.75356, -92.4007)",3,3016,22,3663,393250,931.47,839.27,0.13
161,AR,PULASKI,LITTLE ROCK,"ARKANSAS HEART HOSPITAL, LLC","1701 S SHACKLEFORD ROAD
LITTLE ROCK, AR
(34.739159, -92.394421)",4,1674,34,3663,393250,931.47,839.27,0.13
162,AR,PULASKI,SHERWOOD,ST VINCENT MEDICAL CENTER/NORTH,"2215 WILDWOOD AVENUE
SHERWOOD, AR
(34.814378, -92.207514)",3,350,25,3663,393250,931.47,839.27,0.13
163,AR,PULASKI,NO LITTLE ROCK,ARKANSAS SURGICAL HOSPITAL,"5201 NORTH SHORE DRIVE
NO LITTLE ROCK, AR
(34.801458, -92.347687)",5,1276,49,3663,393250,931.47,839.27,0.13
164,MS,LEE,TUPELO,NORTH MISSISSIPPI MEDICAL CENTER,"830 S GLOSTER
TUPELO, MS
(34.242203, -88.717758)",4,1900,22,928,85381,1086.89,974.5,0.03
165,MS,PIKE,MAGNOLIA,BEACHAM MEMORIAL HOSPITAL,"205 N CHERRY STREET
MAGNOLIA, MS
(31.145626, -90.45929)",5,136,53,505,39667,1273.1,1080.09,0.02
166,MS,PIKE,MCCOMB,SOUTHWEST MS REGIONAL MEDICAL CENTER,"215 MARION AV BOX 1307
MCCOMB, MS
",3,719,21,505,39667,1273.1,1080.09,0.02
167,MS,FORREST,HATTIESBURG,MERIT HEALTH WESLEY,"5001 W HARDY ST
HATTIESBURG, MS
(31.323058, -89.3669)",4,532,26,788,75979,1037.13,1000.69,0.03
168,MS,FORREST,HATTIESBURG,FORREST GENERAL HOSPITAL,"6051 US HIGHWAY 49
HATTIESBURG, MS
(31.318764, -89.328681)",3,2372,19,788,75979,1037.13,1000.69,0.03
169,VA,HANOVER,MECHANICSVILLE,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,"8260 ATLEE ROAD
MECHANICSVILLE, VA
(37.629352, -77.388102)",3,2048,26,902,104392,864.05,700.08,0.03
170,AR,CRAWFORD,VAN BUREN,SPARKS MEDICAL CENTER - VAN BUREN,"EAST MAIN AND SOUTH 20TH STREET
VAN BUREN, AR
",4,130,30,648,62267,1040.68,898.99,0.02
171,MS,OKTIBBEHA,STARKVILLE,OCH REGIONAL MEDICAL CENTER,"400 HOSPITAL ROAD /MAIL PO BOX 1506
STARKVILLE, MS
(33.474957, -88.820554)",3,340,19,309,49833,620.07,743.83,0.01
172,AR,CRAIGHEAD,JONESBORO,ST BERNARDS MEDICAL CENTER,"225 E JACKSON
JONESBORO, AR
(35.837478, -90.702142)",4,3031,26,944,105835,891.95,876.84,0.03
173,AR,CRAIGHEAD,JONESBORO,NEA BAPTIST MEMORIAL HOSPITAL,"4800 EAST JOHNSON AVENUE
JONESBORO, AR
(35.864204, -90.639107)",4,692,21,944,105835,891.95,876.84,0.03
174,MS,LAUDERDALE,MERIDIAN,RUSH FOUNDATION HOSPITAL,"1314 19TH AVE
MERIDIAN, MS
(32.370664, -88.697779)",3,574,18,843,77755,1084.17,888.25,0.03
175,MS,LAUDERDALE,MERIDIAN,ANDERSON REGIONAL MEDICAL CTR,"2124 14 ST
MERIDIAN, MS
(32.370775, -88.699858)",3,699,26,843,77755,1084.17,888.25,0.03
176,MS,YALOBUSHA,WATER VALLEY,YALOBUSHA GENERAL HOSPITAL,"630 SOUTH MAIN STREET
WATER VALLEY, MS
(34.1307, -89.641013)",4,137,25,180,12471,1443.35,1064.99,0.01
177,MS,WAYNE,WAYNESBORO,WAYNE GENERAL HOSPITAL,"950 MATTHEW DR
WAYNESBORO, MS
(31.673601, -88.633312)",3,317,27,220,20480,1074.22,918.61,0.01
178,MS,JONES,LAUREL,SOUTH CENTRAL REG MED CTR,"1220 JEFFERSON ST BOX 607
LAUREL, MS
(31.685911, -89.14135)",3,500,29,746,67953,1097.82,939.96,0.03
179,MS,BOLIVAR,CLEVELAND,BOLIVAR MEDICAL CENTER,"901 E SUNFLOWER RD
CLEVELAND, MS
(33.747471, -90.708128)",4,498,28,401,32737,1224.91,1109.45,0.01
180,MS,WASHINGTON,GREENVILLE,DELTA REGIONAL MEDICAL CENTER,"1400 E UNION ST
GREENVILLE, MS
(33.409907, -91.035243)",3,1345,31,582,47231,1232.24,1134.82,0.02
181,MS,MARION,COLUMBIA,MARION GENERAL HOSPITAL,"1560 SUMRALL RD
COLUMBIA, MS
(31.256354, -89.806273)",3,139,34,343,25251,1358.36,1071.6,0.01
182,MS,GEORGE,LUCEDALE,GEORGE REGIONAL HEALTH SYSTEM,"859 WINTER STREET
LUCEDALE, MS
(30.922235, -88.592853)",4,194,27,266,23695,1122.6,1171.52,0.01
183,AR,OUACHITA,CAMDEN,OUACHITA COUNTY MEDICAL CENTER,"638 CALIFORNIA AVENUE
CAMDEN, AR
",4,281,26,345,24098,1431.65,1019.58,0.01
184,MS,SIMPSON,MAGEE,MAGEE GENERAL HOSPITAL,"300 3RD AVE SE
MAGEE, MS
(31.870585, -89.728389)",4,115,28,308,26912,1144.47,940.28,0.01
185,MS,PEARL RIVER,PICAYUNE,HIGHLAND COMMUNITY  HOSPITAL,"130 HIGHLAND PKWY
PICAYUNE, MS
(30.552471, -89.665422)",3,151,13,660,55310,1193.27,971.55,0.02
186,MS,LOWNDES,COLUMBUS,BAPTIST MEM HOSP/ GOLDEN TRIANGLE INC,"2520 5TH ST N
COLUMBUS, MS
(33.526488, -88.429071)",3,829,20,643,59602,1078.82,942.83,0.02
187,MS,DESOTO,SOUTHAVEN,BAPTIST MEMORIAL HOSPITAL DESOTO,"7601 SOUTHCREST PARKWAY
SOUTHAVEN, MS
(34.968348, -89.995535)",2,685,15,1401,175611,797.79,870.69,0.05
188,MS,DESOTO,OLIVE BRANCH,METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,"4250 BETHEL ROAD
OLIVE BRANCH, MS
(34.922615, -89.794873)",4,330,18,1401,175611,797.79,870.69,0.05
189,MS,TATE,SENATOBIA,NORTH OAK REGIONAL MEDICAL CENTER,"401 GETWELL DR
SENATOBIA, MS
(34.624678, -89.956744)",3,123,28,297,28201,1053.15,944.96,0.01
190,MS,PANOLA,BATESVILLE,PANOLA MEDICAL CENTER,"303 MEDICAL CENTER DRIVE
BATESVILLE, MS
(34.306319, -89.916488)",3,247,19,398,34164,1164.97,1044.96,0.01
191,MS,RANKIN,FLOWOOD,MERIT HEALTH RIVER OAKS,"1030 RIVER OAKS DRIVE
FLOWOOD, MS
(32.32614, -90.106447)",3,602,26,1141,150228,759.51,722.15,0.04
192,MS,RANKIN,FLOWOOD,MERIT HEALTH WOMEN'S HOSPITAL,"1026 RIVER OAKS DRIVE
FLOWOOD, MS
(32.32583, -90.106656)",4,284,24,1141,150228,759.51,722.15,0.04
193,MS,RANKIN,BRANDON,MERIT HEALTH RANKIN,"350 CROSSGATES BLVD
BRANDON, MS
(32.286214, -90.03596)",2,325,24,1141,150228,759.51,722.15,0.04
194,MS,LEFLORE,GREENWOOD,GREENWOOD LEFLORE HOSPITAL,"1401 RIVER RD / PO BOX 1410
GREENWOOD, MS
(33.518254, -90.200189)",3,403,25,392,29856,1312.97,1228.29,0.01
195,MS,LEAKE,CARTHAGE,BAPTIST MEDICAL CENTER-LEAKE,"1100 HIGHWAY 16 EAST
CARTHAGE, MS
(32.738533, -89.51641)",4,112,28,245,22620,1083.11,963.41,0.01
196,MS,GRENADA,GRENADA,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,"960 AVENT DRIVE
GRENADA, MS
(33.763307, -89.817532)",2,187,14,285,21275,1339.6,1098.12,0.01
197,MS,HANCOCK,BAY SAINT LOUIS,HANCOCK MEDICAL CENTER,"149 DRINKWATER BLVD
BAY SAINT LOUIS, MS
(30.31304, -89.355657)",3,151,16,543,46791,1160.48,913.25,0.02
198,MS,YAZOO,YAZOO CITY,BAPTIST MEDICAL CENTER YAZOO,"823 GRAND AVENUE
YAZOO CITY, MS
(32.85873, -90.403321)",3,119,26,304,27264,1115.02,1055.32,0.01
199,MS,TALLAHATCHIE,CHARLESTON,TALLAHATCHIE CRITICAL ACCESS HOSPITAL,"201 SOUTH MARKET ST / PO BOX 230
CHARLESTON, MS
(34.005079, -90.058165)",5,124,40,149,14394,1035.15,936.67,0.01
200,MS,TIPPAH,RIPLEY,TIPPAH COUNTY HOSPITAL,"1005 CITY AVE NORTH
RIPLEY, MS
(34.739322, -88.949512)",3,118,28,293,22190,1320.41,1135.27,0.01
201,TX,LAMAR,PARIS,PARIS REGIONAL MEDICAL CENTER,"820 CLARKSVILLE ST
PARIS, TX
(33.66039, -95.547478)",2,339,19,564,49791,1132.73,844.32,0.02
202,MO,PETTIS,SEDALIA,BOTHWELL REGIONAL HEALTH CENTER,"601 E 14TH ST
SEDALIA, MO
(38.699051, -93.222089)",3,842,39,445,42213,1054.18,846.35,0.02
203,MO,GREENE,SPRINGFIELD,COX MEDICAL CENTERS,"3801 SOUTH NATIONAL AVENUE
SPRINGFIELD, MO
(37.144966, -93.27808)",3,1693,24,2872,288690,994.84,813.69,0.1
204,MO,GREENE,SPRINGFIELD,MERCY HOSPITAL SPRINGFIELD,"1235 E CHEROKEE
SPRINGFIELD, MO
(37.177969, -93.275276)",3,5413,39,2872,288690,994.84,813.69,0.1
205,MO,MARION,HANNIBAL,HANNIBAL REGIONAL HOSPITAL,"6000 HOSPITAL DR
HANNIBAL, MO
(39.710595, -91.443967)",3,647,29,342,28894,1183.64,855.1,0.01
206,MO,JACKSON,KANSAS CITY,RESEARCH MEDICAL CENTER,"2316 E MEYER BLVD
KANSAS CITY, MO
(39.007169, -94.558731)",3,1174,23,6144,691801,888.12,793.94,0.22
207,MO,JACKSON,KANSAS CITY,ST JOSEPH MEDICAL CENTER,"1000 CARONDELET DR
KANSAS CITY, MO
(38.935419, -94.601568)",3,438,27,6144,691801,888.12,793.94,0.22
208,MO,JACKSON,KANSAS CITY,TRUMAN MEDICAL CENTER HOSPITAL HILL,"2301 HOLMES STREET
KANSAS CITY, MO
(39.084815, -94.575799)",2,2288,28,6144,691801,888.12,793.94,0.22
209,MO,JACKSON,KANSAS CITY,ST LUKES HOSPITAL OF KANSAS CITY,"4401 WORNALL ROAD
KANSAS CITY, MO
(39.046134, -94.59015)",4,1280,27,6144,691801,888.12,793.94,0.22
210,MO,JACKSON,KANSAS CITY,TRUMAN MEDICAL CENTER LAKEWOOD,"7900 LEE'S SUMMIT RD
KANSAS CITY, MO
(38.973583, -94.390407)",3,935,30,6144,691801,888.12,793.94,0.22
211,MO,JACKSON,INDEPENDENCE,CENTERPOINT MEDICAL CENTER,"19600 EAST 39TH STREET
INDEPENDENCE, MO
(39.047771, -94.349313)",3,1170,25,6144,691801,888.12,793.94,0.22
212,MO,JACKSON,LEES SUMMIT,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,"100 N E SAINT LUKE'S BOULEVARD
LEES SUMMIT, MO
(38.940551, -94.378443)",3,644,28,6144,691801,888.12,793.94,0.22
213,MO,JACKSON,BLUE SPRINGS,ST MARY'S MEDICAL CENTER,"201 NW R D MIZE RD
BLUE SPRINGS, MO
(39.023528, -94.266042)",2,411,29,6144,691801,888.12,793.94,0.22
214,MO,JACKSON,LEES SUMMIT,LEE'S SUMMIT MEDICAL CENTER,"2100 SE BLUE PARKWAY
LEES SUMMIT, MO
(38.90233, -94.333249)",4,763,26,6144,691801,888.12,793.94,0.22
215,MO,PHELPS,ROLLA,PHELPS COUNTY REGIONAL MEDICAL CENTER,"1000 W 10TH ST
ROLLA, MO
(37.951442, -91.784993)",4,336,20,495,44608,1109.67,959.74,0.02
216,MO,COLE,JEFFERSON CITY,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,"2505 MISSION DRIVE
JEFFERSON CITY, MO
(38.560142, -92.220285)",4,313,27,679,76631,886.06,749.8,0.02
217,MO,COLE,JEFFERSON CITY,CAPITAL REGION MEDICAL CENTER,"1125 MADISON ST
JEFFERSON CITY, MO
(38.567018, -92.181588)",3,409,31,679,76631,886.06,749.8,0.02
218,MO,JEFFERSON,FESTUS,MERCY HOSPITAL JEFFERSON,"1400 US HIGHWAY 61
FESTUS, MO
(38.195962, -90.395423)",3,1562,37,2070,224226,923.18,891.87,0.08
219,MO,JEFFERSON,FENTON,SSM HEALTH ST CLARE HOSPITAL - FENTON,"1015 BOWLES
FENTON, MO
(38.529043, -90.473625)",4,488,29,2070,224226,923.18,891.87,0.08
220,CA,RIVERSIDE,BANNING,SAN GORGONIO MEMORIAL HOSPITAL,"600 NORTH HIGHLAND SPRINGS AVENUE
BANNING, CA
",3,348,22,16227,2387741,679.6,635.61,0.59
221,CA,RIVERSIDE,SUN CITY,MENIFEE VALLEY MEDICAL CENTER,"28400 MCCALL B0ULEVARD
SUN CITY, CA
",1,295,18,16227,2387741,679.6,635.61,0.59
222,CA,RIVERSIDE,RIVERSIDE,RIVERSIDE COMMUNITY HOSPITAL,"4445 MAGNOLIA AVENUE
RIVERSIDE, CA
(33.975677, -117.380374)",2,3459,22,16227,2387741,679.6,635.61,0.59
223,CA,RIVERSIDE,RIVERSIDE,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,"3865 JACKSON STREET
RIVERSIDE, CA
(33.925697, -117.440052)",1,1037,17,16227,2387741,679.6,635.61,0.59
224,CA,RIVERSIDE,MORENO VALLEY,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,"26520 CACTUS AVENUE
MORENO VALLEY, CA
(33.910054, -117.195824)",1,492,8,16227,2387741,679.6,635.61,0.59
225,CA,RIVERSIDE,PALM SPRINGS,DESERT REGIONAL MEDICAL CENTER,"1150 NORTH INDIAN CANYON DRIVE
PALM SPRINGS, CA
(33.838861, -116.545598)",2,811,28,16227,2387741,679.6,635.61,0.59
226,CA,RIVERSIDE,CORONA,CORONA REGIONAL MEDICAL CENTER,"800 SOUTH MAIN STREET
CORONA, CA
(33.873327, -117.566768)",2,698,19,16227,2387741,679.6,635.61,0.59
227,CA,RIVERSIDE,HEMET,HEMET VALLEY MEDICAL CENTER,"1117 EAST DEVONSHIRE
HEMET, CA
(33.75122, -116.959859)",1,434,15,16227,2387741,679.6,635.61,0.59
228,CA,RIVERSIDE,INDIO,JOHN F KENNEDY MEMORIAL HOSPITAL,"47111 MONROE STREET
INDIO, CA
(33.706359, -116.233881)",2,656,28,16227,2387741,679.6,635.61,0.59
229,CA,RIVERSIDE,RANCHO MIRAGE,EISENHOWER MEDICAL CENTER,"39-000 BOB HOPE DRIVE
RANCHO MIRAGE, CA
(33.764852, -116.408085)",3,4312,31,16227,2387741,679.6,635.61,0.59
230,CA,RIVERSIDE,RIVERSIDE,"KAISER FOUNDATION HOSPITAL, RIVERSIDE","10800 MAGNOLIA AVENUE
RIVERSIDE, CA
(33.906505, -117.47071)",3,1808,23,16227,2387741,679.6,635.61,0.59
231,CA,RIVERSIDE,MURRIETA,SOUTHWEST HEALTHCARE SYSTEM,"25500 MEDICAL CENTER DRIVE
MURRIETA, CA
(33.557832, -117.184346)",2,1700,19,16227,2387741,679.6,635.61,0.59
232,CA,RIVERSIDE,MURRIETA,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,"28062 BAXTER ROAD
MURRIETA, CA
(33.613435, -117.168923)",3,736,26,16227,2387741,679.6,635.61,0.59
233,CA,RIVERSIDE,MORENO VALLEY,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,"27300 IRIS AVENUE
MORENO VALLEY, CA
(33.895697, -117.187121)",3,686,21,16227,2387741,679.6,635.61,0.59
234,CA,RIVERSIDE,TEMECULA,TEMECULA VALLEY HOSPITAL,"31700 TEMECULA PKWY
TEMECULA, CA
(33.47929, -117.105745)",3,1172,21,16227,2387741,679.6,635.61,0.59
235,MO,JASPER,JOPLIN,MERCY HOSPITAL JOPLIN,"100 MERCY WAY
JOPLIN, MO
(37.034697, -94.511799)",3,1274,38,1201,119111,1008.3,905.26,0.04
236,MO,JASPER,JOPLIN,FREEMAN HEALTH SYSTEM - FREEMAN WEST,"1102 WEST 32ND STREET
JOPLIN, MO
(37.054408, -94.526884)",3,1991,26,1201,119111,1008.3,905.26,0.04
237,MO,JASPER,CARTHAGE,MERCY HOSPITAL CARTHAGE,"3125 DR RUSSELL SMITH WAY
CARTHAGE, MO
(37.1367, -94.320872)",4,190,44,1201,119111,1008.3,905.26,0.04
238,MO,BUCHANAN,SAINT JOSEPH,MOSAIC LIFE CARE AT ST JOSEPH,"5325 FARAON STREET
SAINT JOSEPH, MO
(39.770201, -94.770247)",4,442,25,899,88938,1010.82,848.73,0.03
239,MO,TEXAS,HOUSTON,TEXAS COUNTY MEMORIAL HOSPITAL,"1333 SAM HOUSTON BOULEVARD
HOUSTON, MO
(37.315756, -91.959559)",4,210,23,297,25775,1152.28,825.4,0.01
240,MO,DUNKLIN,KENNETT,TWIN RIVERS REGIONAL MEDICAL CENTER,"1301 FIRST ST
KENNETT, MO
(36.236617, -90.041772)",3,221,22,426,30535,1395.12,1074.79,0.02
241,MO,FRANKLIN,WASHINGTON,MERCY HOSPITAL WASHINGTON,"901 EAST 5TH STREET
WASHINGTON, MO
(38.5522, -91.002023)",3,1299,36,1056,102838,1026.86,855.86,0.04
242,MO,AUDRAIN,MEXICO,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,"620 E MONROE
MEXICO, MO
(39.172921, -91.877238)",4,297,26,301,26021,1156.76,868.32,0.01
243,MO,NODAWAY,MARYVILLE,SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE,"2016 SOUTH MAIN ST
MARYVILLE, MO
(40.326053, -94.874038)",4,214,31,186,22670,820.47,677.33,0.01
244,TX,FORT BEND,RICHMOND,OAKBEND MEDICAL CENTER,"1705 JACKSON ST
RICHMOND, TX
(29.577713, -95.771297)",3,761,20,3160,741237,426.31,535.88,0.12
245,TX,FORT BEND,SUGAR LAND,MEMORIAL HERMANN SUGAR LAND HOSPITAL,"17500 W GRAND PARKWAY SOUTH
SUGAR LAND, TX
(29.56408, -95.68791)",3,631,14,3160,741237,426.31,535.88,0.12
246,TX,FORT BEND,SUGAR LAND,HOUSTON METHODIST SUGARLAND HOSPITAL,"16655 SOUTHWEST FREEWAY
SUGAR LAND, TX
(29.590539, -95.631886)",4,2183,18,3160,741237,426.31,535.88,0.12
247,TX,FORT BEND,SUGAR LAND,SUGAR LAND SURGICAL HOSPITAL LLP,"16906 SOUTHWEST FREEWAY
SUGAR LAND, TX
(29.590609, -95.636696)",5,159,44,3160,741237,426.31,535.88,0.12
248,TX,FORT BEND,SUGAR LAND,ST LUKE'S SUGAR LAND HOSPITAL,"1317 LAKE POINTE PARKWAY
SUGAR LAND, TX
(29.60496, -95.621328)",2,554,21,3160,741237,426.31,535.88,0.12
249,MO,TANEY,BRANSON,COX MEDICAL CENTER BRANSON,"525 BRANSON LANDING BLVD, PO BOX 650
BRANSON, MO
(36.650541, -93.220376)",3,751,24,588,54735,1074.27,799.24,0.02
250,MO,RANDOLPH,MOBERLY,MOBERLY REGIONAL MEDICAL CENTER,"1515 UNION AVE
MOBERLY, MO
(39.423879, -92.414216)",4,222,35,295,24989,1180.52,963.76,0.01
251,MO,PLATTE,KANSAS CITY,SAINT LUKES NORTH HOSPITAL,"5830 N W BARRY ROAD
KANSAS CITY, MO
(39.246883, -94.647898)",3,537,27,687,98309,698.82,682.75,0.03
252,MO,BOONE,COLUMBIA,BOONE HOSPITAL CENTER,"1600 E BROADWAY
COLUMBIA, MO
(38.950669, -92.317039)",4,1499,45,1039,176594,588.36,650.13,0.04
253,MO,BOONE,COLUMBIA,UNIVERSITY OF MISSOURI HEALTH CARE,"ONE HOSPITAL DRIVE
COLUMBIA, MO
",3,984,30,1039,176594,588.36,650.13,0.04
254,MO,BATES,BUTLER,BATES COUNTY MEMORIAL HOSPITAL,"615 W NURSERY ST
BUTLER, MO
(38.249611, -94.343391)",4,144,24,210,16417,1279.16,886.37,0.01
255,MO,VERNON,NEVADA,NEVADA REGIONAL MEDICAL CENTER,"800 S ASH ST
NEVADA, MO
(37.830534, -94.359703)",4,136,20,237,20723,1143.66,873.74,0.01
256,CA,SONOMA,SONOMA,SONOMA VALLEY HOSPITAL,"347 ANDRIEUX ST
SONOMA, CA
(38.288564, -122.46585)",3,199,27,4156,503070,826.13,606.71,0.15
257,CA,SONOMA,PETALUMA,PETALUMA VALLEY HOSPITAL,"400 N MCDOWELL BLVD
PETALUMA, CA
(38.253183, -122.63286)",2,397,36,4156,503070,826.13,606.71,0.15
258,CA,SONOMA,SANTA ROSA,SANTA ROSA MEMORIAL HOSPITAL,"1165 MONTGOMERY DR
SANTA ROSA, CA
(38.442954, -122.701112)",2,1854,31,4156,503070,826.13,606.71,0.15
259,CA,SONOMA,SANTA ROSA,SUTTER SANTA ROSA REGIONAL HOSPITAL,"30 MARK WEST SPRINGS ROAD
SANTA ROSA, CA
(38.496306, -122.750707)",4,831,28,4156,503070,826.13,606.71,0.15
260,CA,SONOMA,SANTA ROSA,KAISER FOUNDATION HOSPITAL-SANTA ROSA,"401 BICENTENNIAL WAY
SANTA ROSA, CA
(38.470217, -122.724316)",4,2680,35,4156,503070,826.13,606.71,0.15
